Unnamed: 0,Bug_Id,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids,Type,Updated,Bug Id
524,1407472,Firefox for iOS,General,RESOLVED,DUPLICATE,Tab counter disappears,,created attachment   screenshot  hit this while browsing with lots of tabs open  the tab button turned into a white square  current master ,1406926.0,defect,2017-10-11 00:24:11,1407472.0
525,1450484,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[Meta] Pushbox preparation work,,this metabug deals with work which is needed to setup pushbox with the ios client    this is on device code run periodically or as part of a migration ,1463826.0,defect,2018-07-16 13:53:15,1450484.0
526,1502952,GeckoView,General,RESOLVED,DUPLICATE,Revoked certificates are showing as secure in both Fennec and GV,,a revoked certificate   should show a cert warning page as it does on desktop  instead  in fennec  the page loads and even shows a secure connection icon  likewise  geckoview s onsecuritychange will consider the site secure ,1479064.0,defect,2018-12-20 08:27:20,1502952.0
527,1384113,Firefox for iOS,General,RESOLVED,DUPLICATE,[Regression] Autofill is not dismissed after finishing typing the URL,,build    device  ipad air   ios         steps to reproduce     launch fennec    in a new tab type  facebook com   actual results    autofill is not dismissed after finishing typing the url   note    issue reproducible is reproducible for several top alexa sites     see video      v  ,1384098.0,defect,2017-08-17 17:01:04,1384113.0
529,1368185,Firefox for iOS,General,RESOLVED,DUPLICATE,"Send To doesn't disable Send button after tap, allowing accidental duplicate sends",,  share something    hit  send     hit it again  and again    extension disappears as the send completes    three identical tabs open later on the destination device   we should grey out the button and show a spinner   regression from      bug    i think ,1365252.0,defect,2017-08-23 06:49:07,1368185.0
531,1499691,Firefox for iOS,Browser,RESOLVED,DUPLICATE,Device:  - iPhone XS MAX;  Steps 1. Open wix site;  2. In the highlights section my resume is not open properly.Video(Unwanted format): https://www.youtube.com/watch?v=-IVK7XzskPc. (Correct Format):-https://www.youtube.com/watch?v=w_YjNBft0GA,,user agent  mozilla       applewebkit         version     safari        steps to reproduce   open my online resume on wix com   actual results   menus and format are totally in correct   expected results   show the resume correct way and full format ,1499689.0,defect,2018-10-17 06:07:42,1499691.0
533,1344344,Firefox for iOS,Theme & Visual Design,RESOLVED,DUPLICATE,Tab-strip blinks on switch of tabs via tab menu,,created attachment   tab strip blink mov  currently  on switch of tabs via the tab menu the tab strip will blink  this looks kind of jarring  we should fix it   see video attached             ipad pro   ios      ,1343207.0,enhancement,2017-08-23 06:35:47,1344344.0
534,1353480,Firefox for iOS,General,RESOLVED,DUPLICATE,'Synced Devices' row button flickers twice on master (8.0),,on master    on tap of the history panel the  synced devices  menu row flickers         ,1343914.0,enhancement,2017-08-23 06:44:12,1353480.0
535,1397911,Firefox for iOS,Home screen,RESOLVED,DUPLICATE,History panel UI bug: 'Synced Devices' briefly renders offset and duplicated,,created attachment   screen shot       at       pm png  during load of this screen the title of  synced devices  renders incorrectly  see screenshot ,1343914.0,defect,2017-09-08 05:18:49,1397911.0
537,1514107,Firefox for iOS,General,RESOLVED,DUPLICATE,night mode breaking elkevanhoof.com,,user report   visiting website    when scrolling down  till bottom and backup  i see two times the bottom and can t get to the top with the menu   website works correct on production version   ,1491958.0,enhancement,2018-12-19 06:39:30,1514107.0
539,1338346,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,[swift-3-regression] UITest/SecurityTests cannot load New tab exploit page anymore,,testwindowexploit  within uitests securitytests swift accesses new tab exploit page by loading  localhostload html and clicking the newtabexploit  button   but this page does not seem to load  and error page is not shown either  it displays blank white space and the spinning wheel eventually freezes   the newtabexploit  method is defined as follows  function newtabexploit        var win   window open       settimeout          win location href   sessionurl                ,1338189.0,defect,2017-02-13 04:48:46,1338346.0
540,1383743,Firefox for iOS,Data Storage,RESOLVED,DUPLICATE,Crash (fatalError) in BrowserDB.prepareSchema,,created attachment                   crash  traces attached ,1384196.0,defect,2017-07-28 12:45:32,1383743.0
541,1384152,Firefox for iOS,General,RESOLVED,DUPLICATE,Enable Activity Stream for all users,,enable activity stream for all users,1303379.0,enhancement,2017-08-15 09:05:19,1384152.0
542,1581035,GeckoView,General,RESOLVED,DUPLICATE,Text Selection is jumpy with Android 10 on Google Pixel 3,,   environment    fenix preview nightly                android component                gecko         google pixel         android      securitiry patch level  september           steps to reproduce   select an arbitrary text       actual result  text handle often don t follow my finger and it jump to the place which my finger does not point   please see this video        expected result  move text selection handle more smooth ,1580669.0,defect,2019-09-13 00:22:14,1581035.0
546,1506057,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[Sync] Clearing all history on one side does not remove it on the other,,master       have desktop and mobile both in sync     clear all history desktop     sync on desktop    sync on ios   expected  all history is deleted on ios   actual  no history items are deleted on ios  same thing happens when clearing all history on ios then syncing to desktop   note  if you delete individual history items on one side and sync  the deletions are correctly transferred on the other side ,578694.0,enhancement,2018-11-09 17:05:07,1506057.0
547,1557758,GeckoView,General,RESOLVED,DUPLICATE,Add API for proxy configuration to GeckoWebExecutor,,looks like there s currently no way to configure a proxy using gwe  see related issues in a c    mobile android components issues  ,1525486.0,enhancement,2019-06-07 08:58:46,1557758.0
550,1372508,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,TestSQLiteHistoryRecommendations.testBookmarkHighlights() test failing,,as of    master is failing the named test   this is preventing the landing of bug        build   logs,1372498.0,enhancement,2017-06-13 11:17:23,1372508.0
554,1444146,Firefox for iOS,Favicons,RESOLVED,DUPLICATE,Top Tabs only get favicons when the tab is selected,,str  on ipad     open multiple tabs to multiple pages    close the app     open the app again  noticing that multiple tabs are restored   observed   the tabs all have firefox favicons   expected   each tab should have its own favicon   ,1439346.0,defect,2018-03-08 17:52:41,1444146.0
556,1440246,Firefox for iOS,General,RESOLVED,DUPLICATE,"[RTL] History date labels (Today, Last week .....) need to be mirrored",,created attachment   simulator screen shot   ipad pro           at       png  go to the history panel and check the date labels    expected  the date labels are right aligned   actual  the labels are left aligned ,1367323.0,defect,2018-02-26 01:27:14,1440246.0
557,1411126,Firefox for iOS,General,RESOLVED,DUPLICATE,Replace openURL with open because openURL is deprecated,,user agent  mozilla       applewebkit       chrome         safari    ,1397934.0,defect,2017-10-24 09:26:04,1411126.0
561,1389692,Firefox for iOS,Sync,RESOLVED,DUPLICATE,Enable mobile bookmark deletion and upload in release,,bug to track the flag change from bug    but in release ,1410224.0,enhancement,2018-03-22 07:20:40,1389692.0
563,1393115,Firefox for iOS,Browser,RESOLVED,DUPLICATE,"Selection menu ""Find in page"" cause crash on iOS11beta",,while investigating bug     str      open up a web page    long press on any word to select it      select find in page   observed results   libc  abi dylib  terminating with uncaught exception of type nsexception     expected results    find in page flow ,1390871.0,defect,2017-08-25 06:43:51,1393115.0
564,1393308,Firefox for iOS,Menu and Toolbar,RESOLVED,DUPLICATE,Remove old MenuViewController and AppState,,the old mvc is no longer used  once the photon menu has stabilized remove any code related to mvc ,1399269.0,enhancement,2017-09-13 17:13:10,1393308.0
565,1337437,Firefox for iOS,General,RESOLVED,DUPLICATE,Integrate open source Leanplum SDK,,this bug is about integrating the open source version of the leanplum sdk ,1359911.0,defect,2017-05-04 21:11:34,1337437.0
567,1350589,Firefox for iOS,Favicons,RESOLVED,DUPLICATE,Favicons.js is not being called (breaking Spotlight etc),,as part of bug      firefox   favicons was transformed into a function  which means that the getfavicons from   webview evaluatejavascript    completionhandler  nil   was not being called  this meant spotlight handoff stopped working   the quick fix for this is to change   object defineproperty window   firefox     favicons       enumerable  false    configurable  false    writable  false    value  function      return   getfavicons  getfavicons         into   object defineproperty window   firefox     favicons       enumerable  false    configurable  false    writable  false    value        return object freeze        ,1349343.0,defect,2017-08-23 06:41:13,1350589.0
571,1372511,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,TestSQLiteMetadata.testDuplicateCacheKeyInsert() test is failing.,,as of    master is failing the named test   this is preventing the landing of bug        build   logs,1372498.0,defect,2017-06-13 11:16:49,1372511.0
572,1351086,Firefox for iOS,Sync,RESOLVED,DUPLICATE,iOS shows old devices after password reset from desktop and is able to “send” (but they never arrive),,device list isn t refreshing after password reset on desktop   device list always needs to be accurate but also needs to be accurate after a password reset so need to figure out ux for password reset first,1349290.0,defect,2017-06-29 14:19:16,1351086.0
574,1456958,Firefox for iOS,General,RESOLVED,DUPLICATE,Menu popup is sized incorrectly causing a scroll,,created attachment   firefox ios menu jpg  on iphone    when long clicking on an item from history  bookmarks  or reading list  the menu that pops up is sized such that the contents are slightly cut off and you can scroll a slight amount vertically    this is not reproducible in a simulator from xcode   image attached so you can see the bottom is cut off a little ,1447629.0,defect,2018-04-25 23:26:18,1456958.0
575,1562110,GeckoView,General,RESOLVED,DUPLICATE,Should we disable Device Orientation API?,,the device orientation api is problematic for privacy  some pwas use device orientation ,1562290.0,enhancement,2019-07-11 10:52:00,1562110.0
577,1392437,Firefox for iOS,General,RESOLVED,DUPLICATE,Search Suggestion UI Seems Broken,,created attachment     jpg  when i do searches in awesome bar  the search suggestions overlap the list of results that appear asynchronously   i think the best way to explain it is to include a screenshot     version  firefox     beta os  ios   beta  ,1391299.0,defect,2017-08-21 20:50:56,1392437.0
578,1537979,GeckoView,General,RESOLVED,DUPLICATE,Back button doesn't work on YouTube in Firefox TV with GeckoView,,it seems to work fine with on webview ,1509110.0,defect,2019-03-21 13:48:02,1537979.0
579,1398474,Firefox for iOS,General,RESOLVED,DUPLICATE,Trying to copy text only allows find in page option,,created attachment             png  user agent  mozilla       applewebkit         fxios     mobile   safari        steps to reproduce   highlighted text   actual results   only option with highlighted text is   find in page    expected results   options to copy  paste  select  select all  etc ,1378238.0,defect,2017-09-10 19:43:17,1398474.0
580,1365043,GeckoView,General,RESOLVED,DUPLICATE,[geckoview] VideoCaptureDeviceInfoAndroid depends on Activity,,videocapturedeviceinfoandroid needs an activity in getdeviceinfo  in order to prompt for permissions  this probably needs refactored to go through the gecko permissions interface so the gv consumer can do whatever it wants here ,1369108.0,defect,2018-12-20 08:27:20,1365043.0
582,1523379,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,TPStatsBlocklists is not covered by tests,,user agent  mozilla       applewebkit       chrome         safari      steps to reproduce   searched for tpstatsblocklists in xcode project    actual results   trackingpageprotectionstats swift is the only file containing a reference to tpstatsblocklists    expected results   tpstatsblocklists has test coverage ,1523746.0,defect,2019-01-29 13:18:30,1523379.0
583,1458903,Firefox for iOS,General,RESOLVED,DUPLICATE,Tracking Protection settings: checkmark hide/show causes text wrapping change,,the checkmark setting hides shows an checkmark accessory view  which changes the space available for the text  and causes it to re wrap  make the checkmark invisible instead of add remove from the layout   contributor pr is    mobile firefox ios pull  ,1439552.0,enhancement,2018-05-08 06:22:14,1458903.0
584,1331433,Firefox for iOS,Sync,RESOLVED,DUPLICATE,Send tab progress indicator (spinning wheel) is cropped when loading devices,,created attachment   ios spinner crop png  i noticed the send tab progress indicator   is cropped when loading devices  container too short ,1308280.0,defect,2017-04-26 14:07:24,1331433.0
587,1506519,Firefox for iOS,Menu and Toolbar,RESOLVED,DUPLICATE,The bottom toolbar doesn't completely go on/off the screen when scrolling,,created attachment   screen shot       at       png  master   iphone x       visit a web page     slowly scroll the page to hide show the bottom toolbar   result  the toolbar doesn t completely go on off the screen when slowly scrolling the page ,1506517.0,defect,2018-11-13 09:29:50,1506519.0
588,1502426,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,XCUITests: Cell labels in settings to show the current setting set,,please see       this is not developed yet but will be added and xcuitest coverage will be needed,1522479.0,enhancement,2019-02-19 05:32:18,1502426.0
589,1536212,GeckoView,General,RESOLVED,DUPLICATE,HuffingtonPost shows error 'page isn't redirected properly',,i ve seen this error today on the nightly channels of fennec  fenix and reference browser so this might not be a geckoview specific issue   huffington post is in our list of auto complete domains so it might be considered a higher priority than usual   fenix r b build with gv version               built on  monday           pm  fennec nightly             tested on arm and   ,1534181.0,defect,2019-03-18 13:02:50,1536212.0
590,1391426,Firefox for iOS,Firefox Accounts,RESOLVED,DUPLICATE,Make FxALoginHelper work without an account.,,this is essentially just the second patch from bug    this will need an uplift to both   x and   x,1390126.0,enhancement,2017-08-17 17:03:04,1391426.0
592,1347973,GeckoView,General,RESOLVED,DUPLICATE,[geckoview] Publish GeckoView builds on jcenter,,this will allow a very easy to consume geckoview via android studio ,1433198.0,enhancement,2018-12-20 08:27:20,1347973.0
593,1457931,Firefox for iOS,Browser,RESOLVED,DUPLICATE,Favicon missing from example.com in the TabsTray,,placeholder favicon missing for sites with no favicon ,1446112.0,enhancement,2018-04-30 08:56:08,1457931.0
594,1464416,Firefox for iOS,Menu and Toolbar,RESOLVED,DUPLICATE,Settings not visible,,created attachment               png  on my iphone se  i have to scroll the hamburger menu to see the settings entry ,1464217.0,defect,2018-05-25 07:18:14,1464416.0
595,1574640,GeckoView,General,RESOLVED,DUPLICATE,Provide an API so that SSL certs maybe examined and accepted on error.,,currently there is no way for an embedding app to examine or bypass ssl certs  this can hinder local development on servers that do not have valid certs ,1553265.0,enhancement,2019-08-22 08:51:06,1574640.0
596,1346431,Firefox for iOS,General,RESOLVED,DUPLICATE,Tapping on https lock icon should display info about the certificate,,tapping on https lock icon should display info about the certificate similar to desktop version and mobile chrome,1109645.0,enhancement,2017-03-11 20:57:08,1346431.0
599,1388718,Firefox for iOS,General,RESOLVED,DUPLICATE,Include copy for FxA in onboarding slide,,we do not have this text yet  but ryan feeley can finalize this ,1372654.0,enhancement,2017-09-12 09:41:05,1388718.0
602,1382732,Firefox for iOS,Data Storage,RESOLVED,DUPLICATE,"Crash - ""Couldn't create or update [""tableList""]. Attempting to move logins.db to another location.""",,  ios rk issues   ,1388147.0,enhancement,2017-08-08 09:46:50,1382732.0
603,1570459,Firefox for iOS,Browser,RESOLVED,DUPLICATE,my firefox extension not working,,user agent  mozilla       applewebkit       chrome         safari    ,1570458.0,defect,2019-08-07 01:42:25,1570459.0
604,1558376,GeckoView,General,RESOLVED,DUPLICATE,Date picker for hotels.com appears to auto-close on Moto G5,,   environment  motorola   firefox preview       build   android version       build           repro steps    open firefox preview    navigate to hotels com    touch  click  on the  check in  or  check out  date to open the date picker     observed behavior date picker opens and immediately closes selecting the date under the click press location          expected behavior the date picker opens and remains open until a date is selected by touch  click ,1511154.0,defect,2019-06-11 12:44:37,1558376.0
606,1611904,GeckoView,General,RESOLVED,DUPLICATE,Links to open external application don't work.,,when attempting to open   link   id com sched  leads to a white page rather than launch the play store to download ,1600704.0,defect,2020-02-11 06:52:42,1611904.0
608,1384674,Firefox for iOS,Favicons,RESOLVED,DUPLICATE,Synced history items don't necessarily have favicons,,created attachment     png  i have a couple of different bugzilla bug urls listed in my history panel  some of them have a bugzilla icon  while some others have the default domain based icon  m     see attachment   if the history item is a result of me visiting the url from my iphone  then i see a bugzilla icon  but  if the history item is a result of synced history items  then it s appears to be displaying an  m  icon ,1196243.0,defect,2017-07-26 14:17:28,1384674.0
610,1439829,Firefox for iOS,General,RESOLVED,DUPLICATE,[RTL] White shadow on the left side of the selected top tab,,created attachment   simulator screen shot   ipad pro           at       png,1443133.0,defect,2018-03-05 05:10:13,1439829.0
615,1377782,Firefox for iOS,Localization,RESOLVED,DUPLICATE,iCloud unlock,,    this bug was initially created as a clone of bug         user agent  mozilla       applewebkit         mobile  ,1344826.0,defect,2017-07-03 05:20:37,1377782.0
617,1450489,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[Meta] Pushbox send tab,,this meta bug is covers the work needed to send a tab via push box ,1463826.0,defect,2018-07-16 13:53:10,1450489.0
619,1524083,Firefox for iOS,Browser,RESOLVED,DUPLICATE,New Tab banner looks funny on iPhone X style display when bottom buttons hidden,,created attachment   image   jpg  when opening a tab on an iphone x style layout  with the bottom buttons hidden because you ve been scrolling  the new tab banner looks awkward ,1497965.0,defect,2019-02-05 09:10:46,1524083.0
620,1378469,Firefox for iOS,General,RESOLVED,DUPLICATE,Leanplum tries to initialize even if it is not configured,,the following should not happen if the leanplum settings are not configured in the the info plist                 client      leanplum  error   leanplum setappid withdevelopmentkey   empty appid parameter provided                client       canopenurl  failed for url   focus       error   this app is not allowed to query for scheme focus                client       canopenurl  failed for url   firefox klar       error   the operation couldn t be completed      the last two lines indicate that it goes well into the lp code after failing to initialize ,1414242.0,defect,2017-11-03 05:42:26,1378469.0
622,1344611,Firefox for iOS,General,RESOLVED,DUPLICATE,7.0 tab bar doesn't respond correctly to Cmd-W,,  hit cmd t several times to open a bunch of tabs    hit cmd w a few times quickly    see that tab focus has shifted left according to the number of times you hit cmd w  but any tabs closed during the close tab animation of the first cmd w are still present   e g      hit cmd t four times    hit cmd w three times quickly   expected     two tabs visible  the starting one and the first opened one   actual     four tabs visible  with the second having focus    any further tab action    e g   switching tabs or closing another    causes the ghosts to disappear  their close  x s disappear last  like the grin of a cheshire cat   perhaps these things should all be in the same ui transaction   see also bug   ,1343491.0,defect,2017-03-09 09:31:06,1344611.0
623,1618554,GeckoView,Extensions,RESOLVED,DUPLICATE,Fix AddonManager startup log spam,,we ve had this for a long time  should fix it up                   i gecko       addons xpi warn list of valid built in add ons could not be parsed    exception     component returned failure code       nsixpccomponents utils      nsresult         location   js frame    resource   gre modules addons xpiprovider jsm    startup    line     data  no  stack trace  startup  resource   gre modules addons xpiprovider jsm                   i gecko     callprovider  resource   gre modules addonmanager jsm                   i gecko      startprovider  resource   gre modules addonmanager jsm                   i gecko     startup  resource   gre modules addonmanager jsm                   i gecko     startup  resource   gre modules addonmanager jsm                   i gecko     observe  resource   gre modules addonmanager js  ,1531359.0,defect,2020-02-27 07:56:04,1618554.0
624,1357569,Firefox for iOS,General,RESOLVED,DUPLICATE,Firefox is not performing any action when tapping share from context menu in AS,,steps to reproduce      open firefox   long tap on a site from top sites list   tap  share  from the displayed context menu   actual results     context menu is displayed   no action is performed   expected results      share  options should be displayed   found on iphone    ios        firefox version       buddybuild   ,1357108.0,defect,2017-04-18 23:45:31,1357569.0
626,1384704,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,XCUIClipBoardTests for ipad,,clipboard edge scenario for url comparison which is not frequently reproducible ,1378470.0,enhancement,2017-07-27 07:02:55,1384704.0
629,1420890,Firefox for iOS,General,RESOLVED,DUPLICATE,The Clipboard bar is not displayed on latest master,,master   iphone          enable  offer to open copied links  in firefox settings    background firefox    copy a link in safari    foreground firefox  result  the  go to copied link  toast is not displayed when opening firefox ,1420106.0,defect,2017-11-27 09:22:12,1420890.0
632,1400545,Firefox for iOS,Sync,RESOLVED,DUPLICATE,"""Send Tab"" device list shows disconnected devices",,created attachment   fx ios send tab png  device list for the  send tab  function in firefox for ios includes two devices that i ve disconnected months ago via accounts firefox com   i m attaching device list screenshots from my iphone and accounts firefox com    selim ubuntu  and  selim selim ubuntu  were removed a few months ago  although i don t remember the exact date ,1386017.0,defect,2017-09-18 08:43:35,1400545.0
633,1408405,Firefox for iOS,General,RESOLVED,DUPLICATE,'All Tabs' button becomes transparent on Firefox Beta (10.0),,created attachment       jpeg  see screenshot   not sure what i did to yield this ,1406926.0,defect,2017-10-14 10:29:49,1408405.0
634,1562435,GeckoView,General,RESOLVED,DUPLICATE,Swiping after zoom stuck in either horizontal or vertical scroll,,steps to reproduce      navigate to zoomable site  eg        zoom in    use finger to swipe site from left to right or up to down    without lifting finger  move finger in a slanted motion    what happens   viewport does not move  or moves in the same direction as the initial direction   expected result   swiping is freely movable in all directions   for what it is worth  swiping starting with a circular motion instead of left to right or up to down seems to work    everything is freely movable   reproduced in fenix and r b  this does not happen in chromium ,1560024.0,defect,2019-07-05 12:17:21,1562435.0
636,1424994,Firefox for iOS,General,RESOLVED,DUPLICATE,Event (E_Opened_New_Tab) not triggered when opening a new tab via long press on Tab Counter,,build        device  iphone   ios         steps to reproduce     open firefox    long tap on the tab counter    tap  open new tab      check event trail in leanplum  actual results    e opened new tab event is not triggered when opening a new tab via long press on tab counter   expected results    e opened new tab should be triggered when opening a new tab ,1424995.0,defect,2017-12-13 05:32:52,1424994.0
637,1450490,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[Meta] Pushbox receive tab,,this meta covers the work needed to receive tabs from pushbox ,1463826.0,defect,2018-07-16 13:53:06,1450490.0
638,1587853,GeckoView,General,RESOLVED,DUPLICATE,Support low memory detection and mitigation in GeckoView,,fennec had a low memory detection and mitigation system  see   memorymonitor java    and friends   this system fed os level information into gecko   that seems generally useful for all geckoview consuming applications  and might be part of   the  engine gecko  components in  android components     but this system also dropped app specific caches and even app level storage  and that is a rather awkward fit for geckoview   so this ticket tracks thinking about this problem and deciding what interfaces geckoview might expose to enable similar functionality in fenix and other applications ,1454752.0,enhancement,2019-10-15 09:59:56,1587853.0
639,1338540,Firefox for iOS,General,RESOLVED,DUPLICATE,[swift-3-regression] First Run Tour is presented every time Firefox is restarted,,swift   regression       install the app    start the app    dismiss first run tour by pressing  start browsing     restart firefox  expected  first run tour should be presented only when first starting the app after a fresh install  should not be presented after restart   actual  first run tour is presented every time firefox is restarted,1338503.0,defect,2017-03-01 09:13:13,1338540.0
642,1495045,GeckoView,General,RESOLVED,DUPLICATE,wsj.com is using 1.0001 in meta viewport (Firefox Android displays desktop layout),,this page is totally not working on gv   gecko     mod article inline mod article inline adobe mc ts              on chrome on android it worked just fine ,1323062.0,defect,2018-12-20 08:59:39,1495045.0
643,1554434,Firefox for iOS,Sync,RESOLVED,DUPLICATE,Since upgrading ffox 17 on iOS bookmarks have disappeared and no longer sync,,user agent  mozilla       gecko   firefox      steps to reproduce   i have ffox on two desktops    an iphone   and an ipad    all four are logged in to the same ffox account  i ve been syncing ffox bookmarks and logins between them all just fine until ffox    when ffox updated on my ios devices to    my ffox bookmarks disappeared on both idevices  ffox bookmarks are still syncing between desktops and the   mobile bookmarks folder is still there on the desktops  but all ffox bookmark folders on both idevices are empty  when i add a new ffox bookmark on an idevice  it goes into it s  mobile bookmarks  folder but does not sync around    actual results   ffox bookmarks on idevices have disappeared  ffox bookmarks on idevices are no longer syncing    expected results   ffox bookmarks should be syncing to from any idevices logged in to the same ffox account ,1554413.0,defect,2019-05-28 09:23:29,1554434.0
644,1353375,Firefox for iOS,Sync,RESOLVED,DUPLICATE,History/Synced devices panel does not update after FxA sign-in,,   launch firefox    tap the history panel    tap synced devices    sign in    tap cancel    see big blue  sign in  button   expected to see my synced devices  tap the reader mode panel  tap back to history  tap synced devices  still see a  sign in  button   work around  had to force a sync in the settings to get things actually working  which is a terrible first run experience   tested via firefox     on ios   x on my iphone     see also   bug cgi id  ,1345597.0,defect,2017-08-23 06:43:31,1353375.0
646,1472351,GeckoView,General,RESOLVED,DUPLICATE,Watching a Youtube full screen video and exiting fullscreen will result in a non scrollable page,,using focus nightly geckoview on a galaxy    nexus   and moto      open a youtube video eg    v     fullscreen the video   exit fullscreen   attempt to scroll the page  expected results  page scrolls to the bottom  actual results  page only scrolls the height of the address bar  i believe randell said that he saw this on crow,1471340.0,defect,2018-12-20 08:27:20,1472351.0
647,1508058,GeckoView,General,RESOLVED,DUPLICATE,GVE app resets to home page on rotation,,start gve  load some other page  rotate device  you end up back at the home page mozilla org,1482725.0,defect,2018-12-20 08:27:20,1508058.0
648,1456458,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,New XCUITest: Verify the new option - Display - added to Settings menu,,there will be a new option in settins called display  within this option the theme as well as the brightness can be changed    this bug is to cover the work to add the necessary xcuitests,1476932.0,enhancement,2018-07-24 09:44:02,1456458.0
651,1410974,Firefox for iOS,General,RESOLVED,DUPLICATE,Remove removeObserver in deinit when added in viewDidLoad and init,,user agent  mozilla       applewebkit       chrome         safari    ,1410986.0,enhancement,2017-10-24 07:37:00,1410974.0
652,1376675,Firefox for iOS,Menu and Toolbar,RESOLVED,DUPLICATE,Partially type URL in the location bar and tap Go redirects to search page,,str     use non built in input method   to input characters on the location bar    it will show some auto completion url       click go  expected result  go to the site that shown on location bar    actual result  search result for  w  of default search engine is shown ,1342788.0,defect,2017-06-28 10:11:53,1376675.0
653,1590481,Firefox for iOS,Theme & Visual Design,RESOLVED,DUPLICATE,Loading Splash Used Old Branding,,firefox ios     uses new firefox logo for icon however the loading splash shows the old branding logo ,1590294.0,defect,2019-10-22 13:19:33,1590481.0
655,1403418,Firefox for iOS,Browser,RESOLVED,DUPLICATE,Issues viewing PDF documents,,after scrolling a pdf document for a few seconds  the screen begins exhibiting major graphical issues with flicker  in addition  it seems as though it is not possible to pinch to zoom a pdf document   for reference  here s one such pdf document that i ve recently viewed that exhibits this behavior      original   pdf,1385845.0,enhancement,2017-10-02 08:53:13,1403418.0
656,1342696,Firefox for iOS,General,RESOLVED,DUPLICATE,"Disabled items in  ""Clear Private Data"" not remembered when going back",,user agent  mozilla       gecko   firefox     build id     steps to reproduce     open firefox   go to settings clear private data   disable one  some or all sliders   tap settings    tap  clear private data    actual results     slider  are disabled   settings page is displayed     clear private data  page appears and all sliders are enabled   expected results     slider  disabled in step   should appear as disabled,1206730.0,defect,2017-02-25 18:53:39,1342696.0
657,1616399,GeckoView,General,RESOLVED,DUPLICATE,GeckoView startup: Synchronous socket process launch adds 400ms,,profile      you can see a    notifyobservers  marker during startup  for the notification  prefservice before read userprefs   the time is spent in   pthread cond timedwait  unfortunately the c   stacks during that time are incomplete  but my guess is that  this is waiting for the launch of the socket process   ,1612961.0,defect,2020-02-25 11:24:39,1616399.0
661,1382115,Firefox for iOS,General,RESOLVED,DUPLICATE,KIFTest and EarlGrey Tests Breaking,,user agent  mozilla       gecko   firefox     build id   ,1381660.0,defect,2017-07-18 22:39:45,1382115.0
662,1596864,GeckoView,Extensions,RESOLVED,DUPLICATE,"GeckoView webextensions bypass the AddonManager, making them inaccessible for remote debugging",,see   bug cgi id      the current implementation of webextensions in geckoview bypasses the addonmanager    central rev   mobile android modules geckoview geckoviewwebextension jsm      since about debugging queries the addonmanager to list webextensions  we currently can t debug webextensions when debugging geckoview browsers ,1582185.0,task,2019-11-19 07:18:07,1596864.0
663,1338547,Firefox for iOS,General,RESOLVED,DUPLICATE,[swift-3-regression] Account Login not persisted between runs,,iphone   swift   migration  str  open firefox menu    settings sign in to firefox enter credentials sign in wait to be taken back to settings  observe that  waiting for confirmation  message present  kill app  wait for confirmation email  confirm email   open firefox   go to settings  expected result  user is logged in to firefox account  actual result  user is expected to sign in to firefox again,1338503.0,defect,2017-02-10 08:02:06,1338547.0
665,1372248,Firefox for iOS,General,RESOLVED,DUPLICATE,Unable to unpin a top site,,currently  there is no way to unpin a top site  the only offering is to remove it completely from the grid           long press on the tile  opt to  pin to top sites    user expectation is that once you pin something  you can unpin something   expected     long press on the tile  opt to  unpin site   actual  nothing representative of what i want to do in the context menu   tested via  ,1372740.0,enhancement,2017-06-13 15:39:37,1372248.0
666,1389109,Firefox for iOS,General,RESOLVED,DUPLICATE,Drop support for iOS 9,,our new minimal deployment target should be    ,1370271.0,defect,2017-09-12 09:40:53,1389109.0
670,1456586,Firefox for iOS,General,RESOLVED,DUPLICATE,Audio keeps playing in closed tab until next tab is selected,,str    open   tabs  in the second tab play audio   with the second tab as the selected tab  go to tab manager and close the second tab  bug    audio is still playing  even though tab is closed  workaround    once a tab is selected from the tab manager  the audio stops  we should look at our tab deletion code  and make sure we don t wait until another tab is selected before deleting the tab internally ,1421708.0,defect,2018-04-25 09:06:19,1456586.0
671,1413883,Firefox for iOS,Browser,RESOLVED,DUPLICATE,Photon Action sheet bottom padding too small,,  fxios screenshots fxios   fr fr iphone       no url png    fxios screenshots fxios   fr fr iphone       png  in the context menus  the cancel button is distinct from the bottom of the screen  in the page option menu and the toolbar menu  it is not ,1411633.0,enhancement,2017-11-03 04:03:10,1413883.0
